id,budget,original_language,genres,popularity,release_date,runtime,title,revenue
363,3300000,ru,War,4.445867,4/30/2015,120,The Dawns Here Are Quiet,5249225
364,15400000,fr,Romance,8.400049,5/17/2012,123,Rust and Bone,25762027
365,90000000,en,Thriller,11.3569,10/28/1999,157,The Insider,60289912
366,7000,en,Thriller,7.15307,10/8/2004,77,Primer,424760
367,12000000,en,Drama,7.88371,4/16/2014,99,Heaven is for Real,101332962
368,0,fr,Fantasy,8.150265,2/1/1999,109,Asterix & Obelix Take on Caesar,1644060
369,0,en,Romance,6.068689,4/27/2016,98,Maggie's Plan,3351735
370,3300000,en,Horror,5.840554,1/29/2015,83,The Lazarus Effect,64110728
371,0,en,Drama,1.369216,9/1/1988,112,High Hopes,1192322
372,13100000,hi,Foreign,1.417392,4/8/2011,140,Thank You,4100000
373,40000000,en,War,11.185625,11/17/2001,106,Behind Enemy Lines,91753202
374,4500000,en,Drama,6.583161,9/13/1985,97,After Hours,10609321
375,500000,en,Science Fiction,2.884359,8/24/1977,97,Kingdom of the Spiders,17000000
376,16000000,en,Science Fiction,6.918821,5/22/1981,112,Outland,17374595
377,30000000,en,Family,5.154373,11/20/1998,79,The Rugrats Movie,100491683
378,14000000,en,Crime,7.495853,9/21/1990,115,Miller's Crossing,5080409
379,35000000,en,Adventure,11.836827,3/25/2005,76,Valiant,19478106
380,0,en,Music,4.470369,9/13/2015,97,Born to Be Blue,830129
381,100000000,en,Action,12.477872,12/7/2006,143,Blood Diamond,170877916
382,74500000,en,Family,5.300303,4/7/2004,109,Two Brothers,62172050
383,8000000,en,Thriller,5.137903,7/8/1993,98,Red Rock West,2000000
384,0,en,Romance,8.543311,9/6/2012,130,Anna Karenina,68929150
385,55000000,en,Drama,10.571434,12/16/1999,163,Any Given Sunday,100230832
386,25000000,en,Comedy,10.19853,3/22/2007,90,Mr. Bean's Holiday,229736344
387,0,en,Drama,0.118135,7/30/2010,92,The Dry Land,12000
388,36000000,en,Romance,2.151436,12/6/1991,189,At Play in the Fields of the Lord,1345903
389,20000000,en,Thriller,4.850968,11/4/2011,85,Setup,2128186
390,75000000,en,Comedy,9.409379,4/11/2003,106,Anger Management,195745823
391,6843500,it,Comedy,3.800073,12/22/2012,0,The Worst Christmas of My Life,10703234
392,7075038,ru,History,10.181,4/12/2017,140,The Spacewalker,9868942
393,0,fr,Drama,2.404466,8/17/2016,89,Moka,126463
394,60000000,en,Comedy,7.898202,11/15/1996,89,Jingle All the Way,129832389
395,18000000,en,Comedy,6.693055,6/19/1981,95,The Cannonball Run,72179579
396,0,en,Drama,7.957389,1/18/2008,87,The Great Buck Howard,900689
397,0,en,Documentary,11.110533,7/3/2013,74,Kevin Hart: Let Me Explain,32230907
398,0,en,Thriller,2.628306,11/10/1989,103,Communion,1919653
399,40000000,en,War,15.228794,9/25/1992,112,The Last of the Mohicans,75505856
400,13000000,en,Thriller,5.305311,4/13/1994,95,Serial Mom,7820688
401,30000000,en,Comedy,9.378926,7/21/2005,98,Must Love Dogs,58405313
402,3000000,hi,History,0.904409,6/7/2002,155,The Legend of Bhagat Singh,6000000
403,0,en,Drama,3.402261,10/11/2014,100,Before I Disappear,8251
404,0,en,Action,2.469772,2/9/2013,93,The Package,1469
405,0,en,Science Fiction,3.842769,1/13/1989,105,DeepStar Six,8143225
406,17000000,en,Mystery,7.417157,10/17/1997,100,I Know What You Did Last Summer,125586134
407,30000000,en,Fantasy,11.781895,7/10/1992,102,Cool World,14110589
408,19000000,en,Thriller,7.923639,10/3/1997,125,U Turn,6682098
409,10000000,en,Science Fiction,15.109261,2/17/1989,90,Bill & Ted's Excellent Adventure,40485039
410,0,en,Drama,9.665142,4/9/1993,115,This Boy’s Life,4104962
411,18500000,en,Science Fiction,21.761179,7/18/1986,137,Aliens,183316455
412,87000000,en,History,7.851669,7/22/2003,141,Seabiscuit,148336445
413,28000000,en,Romance,7.598422,2/7/2013,115,Safe Haven,97594140
414,800000,nl,Romance,0.170979,12/14/2006,83,Happy Family,966214
415,65000000,en,Comedy,7.446085,5/15/2012,83,The Dictator,179379533
416,60000000,en,Thriller,14.039655,6/18/1999,116,The General's Daughter,149705852
417,0,ja,Drama,8.175019,9/13/2008,130,Departures,69932387
418,0,en,Thriller,11.258125,8/8/1985,90,Cut and Run,373530
419,2000000,en,Drama,14.379879,8/20/2003,100,Thirteen,4601043
420,3750000,hi,Foreign,0.597058,2/26/2010,155,"Dear Guest, When Will You Leave?",5000000
421,30000000,en,Romance,11.43256,5/11/2011,94,Midnight in Paris,151119219
422,19000000,en,Thriller,6.701138,5/23/1986,91,Poltergeist II: The Other Side,40996665
423,2900000,en,Comedy,10.92143,10/16/2009,90,Black Dynamite,296557
424,26000000,en,Mystery,7.254242,3/9/2012,111,The Raven,29657751
425,9000000,en,Drama,1.139949,11/16/2007,100,How About You...,706000
426,0,en,Fantasy,7.34241,7/2/2012,115,Holy Motors,641100
427,6000000,en,Family,5.414213,8/8/2007,89,Daddy Day Camp,18197398
428,0,es,Comedy,0.82522,7/2/2009,84,Pagafantas,2012927
429,810000,en,Thriller,3.099222,1/1/1977,106,The Last Wave,1258000
430,40000000,en,Thriller,16.94556,10/19/2006,130,The Prestige,109676311
431,10000000,en,Comedy,6.737797,3/30/2016,116,Everybody Wants Some!!,3400278
432,13000000,en,Thriller,12.994939,1/22/2004,113,The Butterfly Effect,96060858
433,16000000,en,Mystery,2.488424,9/25/2000,113,The Weight of Water,109130
434,57000000,en,Romance,9.958406,3/1/2001,123,The Mexican,147845033
435,13000000,en,Science Fiction,6.862146,10/15/2006,104,The Astronaut Farmer,11130889
436,0,en,Drama,7.74579,7/10/1987,90,White Water Summer,300859
437,0,en,History,9.266214,1/18/2014,95,The Better Angels,70918
438,40000000,en,Comedy,8.739991,4/6/2003,88,Johnny English,160583018
439,7000000,en,Romance,6.924072,6/15/1988,108,Bull Durham,50888000
440,762241,pt,Drama,4.860265,9/1/2016,140,Aquarius,285930
441,110000000,en,War,12.904677,3/5/2014,102,300: Rise of an Empire,337580051
442,0,en,Thriller,10.200553,10/23/2015,94,Remember,1986615
443,0,en,Documentary,2.117703,10/3/1997,83,"Fast, Cheap & Out of Control",832735
444,0,en,Thriller,6.473842,2/15/1985,103,The Mean Season,4300000
445,10300000,fr,Romance,6.165491,10/19/2016,120,From the Land of the Moon,47748
446,0,en,Drama,1.693701,10/21/1988,93,Tapeheads,343786
447,14000000,en,Thriller,8.226,10/1/2009,97,Universal Soldier: Regeneration,875386
448,30000000,en,Family,14.404764,7/18/1995,89,Babe,254134910
449,85000000,en,Thriller,12.173291,7/25/1997,124,Air Force One,315156409
450,80000000,en,Action,4.980191,5/15/2005,110,A Sound of Thunder,5989640
451,23000000,en,Romance,5.950792,1/9/2004,111,Chasing Liberty,12
452,0,en,Thriller,6.402939,1/22/2016,102,Exposed,1787926
453,0,en,Drama,1.69425,9/26/2014,116,The Song,1009620
454,5000000,en,War,6.546551,9/11/1992,93,Hellraiser III: Hell on Earth,12534961
455,0,en,Romance,0.656215,9/23/1988,101,Sweet Hearts Dance,3790493
456,0,en,Horror,9.128571,8/16/2007,84,Shrooms,4910682
457,1288000,en,Mystery,8.590813,4/12/1940,130,Rebecca,6000000
458,250000,en,Drama,0.003013,9/11/1992,82,Swoon,340147
459,18000000,en,Family,6.344961,3/23/2016,94,My Big Fat Greek Wedding 2,88923251
460,7000000,en,Crime,6.950458,8/25/1995,104,Desperado,25405445
461,0,nl,Drama,1.899468,2/6/1986,124,The Assault,203781
462,22000000,en,Family,9.627676,9/28/2007,110,The Game Plan,147880543
463,90000000,en,Mystery,14.374866,7/11/1997,150,Contact,171120329
464,0,en,Family,8.09806,7/31/1989,124,Parenthood,126297830
465,3000000,en,Science Fiction,2.428279,4/27/1990,100,Spaced Invaders,15369573
466,0,en,Thriller,10.638289,10/23/1987,121,Suspect,18782400
467,17000000,en,Drama,11.673366,5/28/1982,99,Rocky III,270000000
468,16500000,en,Comedy,6.463883,9/21/2007,108,Sydney White,13620075
469,16000000,en,Drama,12.260159,4/3/2013,100,Adore,318982
470,113,en,Family,9.231318,6/18/1986,113,"The Karate Kid, Part II",115103979
471,2000000,en,,0.079856,9/12/2003,120,"The Book of Mormon Movie, Volume 1: The Journey",1672730
472,35000000,en,,23.947351,6/5/2009,100,The Hangover,459270619
473,19000000,en,,8.560694,2/8/1991,99,Sleeping with the Enemy,174999005
474,15000000,en,,1.652275,10/14/2001,99,All The Queen's Men,23000
475,25000000,ru,,4.037707,3/18/2010,85,Space Dogs,6500000
476,0,es,,0.368092,8/3/2012,120,Morgana,1612100
477,18000000,en,,2.471038,3/13/1992,100,Article 99,6375979
478,3200000,en,,5.510288,4/5/2016,100,The Meddler,4267218
479,20000000,en,,6.679168,10/13/2006,92,The Marine,22165608
480,0,en,,8.450231,8/13/1993,104,Heart and Souls,16589540
481,0,en,,0.182717,2/9/1954,91,Red Garters,1300000
482,10500000,hi,,1.970481,1/16/2009,149,Chandni Chowk To China,9400000
483,48000000,en,,4.556123,10/19/2001,132,Riding in Cars with Boys,35743308
484,13500000,en,,3.531089,9/18/2015,129,Stonewall,187674
485,0,en,,2.183504,8/6/1993,85,My Boyfriend's Back,3335984
486,25000000,en,,5.481452,9/10/2010,122,The Conspirator,15478800
487,60000000,en,,7.685548,5/14/1998,170,The Horse Whisperer,186883563
488,4500000,ru,,1.833185,3/16/2006,65,Nikitich and The Dragon,3468423
489,9000000,en,,27.756026,7/17/2014,104,The Purge: Anarchy,108782847
490,250000,en,,1.924535,4/5/1991,85,Poison,609524
491,590235,en,,8.888393,2/9/2009,92,Mary and Max,1725381
492,35000000,en,,5.80986,10/22/2007,92,Lions for Lambs,63215872
493,12000000,en,,8.435294,11/8/2012,95,Deadfall,66351
494,0,en,,9.116245,6/20/1985,110,St. Elmo's Fire,37803872
495,2000000,en,,2.300459,10/10/2009,97,Stolen,7306
496,25000000,en,,10.323838,10/10/1997,99,Most Wanted,11838218
497,2800000,en,,12.560942,4/21/2017,80,Phoenix Forgotten,3600000
498,15000000,en,,18.451321,11/5/1992,84,Passenger 57,44065653
499,0,en,,0.91505,9/9/2006,152,Lake of Fire,25
500,80000000,en,,11.760218,9/21/2015,89,Hotel Transylvania 2,473226958
501,0,fr,,7.872569,9/10/1969,145,Army of Shadows,741766
502,57000000,en,,11.82081,10/6/2005,123,Elizabethtown,52034889
503,0,en,,8.35399,4/9/2015,104,Good Kill,316472
504,25000000,en,,4.558992,9/15/1995,128,Clockers,13071518
505,0,en,,10.460298,5/30/1957,122,Gunfight at the O.K. Corral,11750000
506,10000000,fr,,5.3584,11/2/2011,109,Special Forces,10759
507,25000000,en,,10.510245,10/17/2008,104,What Just Happened,6673422
508,60000000,en,,8.462364,3/6/1998,131,U.S. Marshals,102367405
509,60000,en,,10.621362,7/10/1998,84,Pi,3221152
510,6500000,en,,9.312354,12/4/2014,89,The Pyramid,13865435
511,910000,en,,18.211093,6/22/1954,108,On the Waterfront,9600000
512,22000000,en,,9.863789,1/19/2017,100,A Dog's Purpose,194647323
513,93,en,,11.096527,1/28/2011,107,From Prada to Nada,2500000
514,27000000,en,,8.907074,9/15/1994,99,Timecop,101646581
515,0,en,,6.625607,4/8/2016,96,High Strung,53447
516,12000000,en,,5.875606,9/10/1999,99,Stir of Echoes,21133087
517,2000000,ta,,0.570021,4/14/2000,156,Alaipayuthey,6000000
518,15000000,en,,11.85302,11/26/2014,123,The Theory of Everything,123726688
519,149000000,en,,294.337037,5/30/2017,141,Wonder Woman,820580447
520,32000000,en,,8.074218,9/7/2012,137,The Master,28258060
521,30000000,en,,8.142166,1/12/2001,108,Antitrust,18195610
522,0,en,,1.380258,4/24/2014,116,Glen Campbell: I'll Be Me,365522
523,10000000,en,,7.412826,12/24/2014,105,Big Eyes,28883511
524,13000000,en,,11.14704,10/5/1956,220,The Ten Commandments,122700000
525,0,ta,,1.532894,6/17/2005,181,Anniyan,8500000
526,4000000,en,,6.780752,4/9/2011,99,A Lonely Place to Die,25345000
527,20000000,en,,8.34835,7/1/2011,109,Monte Carlo,17425000
528,62000000,en,,6.258666,6/20/2008,87,The Love Guru,41819064
529,78146652,en,,9.097953,3/19/2009,125,Duplicity,60000000
530,28000000,en,,6.053567,5/12/2006,103,Just My Luck,38159905
531,4100000,en,,3.826281,9/16/1953,135,The Robe,36000000
532,0,en,,6.316596,10/2/2016,117,Supersonic,226286
533,18000000,en,,6.41742,6/6/1986,107,SpaceCamp,9697739
534,40000000,en,,9.034929,7/3/2010,107,Predators,126248813
535,4000000,en,,4.661689,9/20/2007,105,December Boys,46474
536,45000000,en,,11.221186,9/15/2008,160,Miracle at St. Anna,9323833
537,3000000,en,,0.527297,8/1/2002,113,Martin Lawrence Live: Runteldat,19184015
538,75000000,en,,13.249824,6/6/1996,136,The Rock,335062621
539,48000000,en,,14.788987,5/24/1989,127,Indiana Jones and the Last Crusade,474171806
540,0,en,,4.39817,4/22/2011,87,The Greatest Movie Ever Sold,621951
541,150000000,en,,11.30428,9/24/2015,111,Pan,128388320
542,6900000,en,,6.8652,9/24/1993,102,Dazed and Confused,7993039
543,65000000,en,,11.023042,11/13/1998,100,I Still Know What You Did Last Summer,40002112
544,79000000,en,,29.423537,12/18/2002,179,The Lord of the Rings: The Two Towers,926287400
545,8000000,en,,0.537378,1/1/1969,149,Sweet Charity,20000000
546,5800000,en,,0.906143,9/1/2006,95,Crossover,7000000
547,30000000,en,,11.066473,12/13/2002,125,About Schmidt,105834556
548,3500000,en,,5.732016,5/3/1990,93,Tales from the Darkside: The Movie,16324573
549,9000000,en,,10.182974,10/20/2016,99,Ouija: Origin of Evil,81705746
550,0,en,,0.769595,9/15/2005,180,49 Up,238073
551,13000000,en,,9.142772,9/9/2002,81,Phone Booth,97837138
552,49000000,en,,30.206365,3/4/2015,120,Chappie,104399548
553,40000000,en,,10.939066,11/21/2003,98,Gothika,141591324
554,0,en,,4.769347,3/5/1993,96,Mad Dog and Glory,11081586
555,14500000,ja,,9.298092,5/26/2001,108,Metropolis,95789342
556,0,en,,4.854436,4/9/1932,90,Scarface,600000
557,0,en,,0.239993,3/6/2014,112,Tracks,4878242
558,8500000,en,,5.590678,9/27/2013,96,Baggage Claim,22456509
559,23000000,en,,7.528276,2/26/2016,106,Eddie the Eagle,46152411
560,2700000,en,,10.246132,10/17/1979,118,The Black Stallion,37799643
561,0,en,,1.282833,10/5/2007,98,Look,16136
562,0,en,,12.34835,8/23/2013,96,Short Term 12,1600000
563,75000000,en,,11.134888,2/13/2004,99,50 First Dates,196482882
564,20000000,en,,8.066726,10/2/2015,100,Burnt,36606743
565,0,es,,0.699668,11/9/1984,120,El pico 2,930349
566,0,en,,3.939557,11/27/2009,101,Bunny and the Bull,81010
567,12000000,en,,4.73816,10/23/1960,167,The Alamo,7900000
568,40000000,en,,6.322435,1/26/2012,91,One for the Money,36893721
569,12000000,en,,10.159713,4/20/2017,100,Unforgettable,17768012
570,18000000,en,,4.29831,6/13/1986,118,The Manhattan Project,3900000
571,5000000,en,,17.656951,10/31/2002,113,28 Days Later,82719885
572,7000000,en,,11.00913,4/11/2003,89,House of 1000 Corpses,16829545
573,80000000,en,,9.554067,1/29/2010,117,Edge of Darkness,74901339
574,1000000,en,,3.374229,4/21/2001,97,Kissing Jessica Stein,10013424
575,35000000,en,,10.754139,9/14/2016,123,Bridget Jones's Baby,211952420
576,0,en,,12.50303,12/19/1990,130,Hamlet,20710451
577,16000000,en,,8.899418,8/24/1990,96,Darkman,48878502
578,0,fr,,8.665106,2/1/2017,86,Sahara,7800000
579,16000000,en,,14.906621,6/29/2012,114,People Like Us,12434778
580,0,en,,1.033927,11/9/1948,88,Blood on the Moon,88
581,0,en,,2.858879,7/25/1986,82,Haunted Honeymoon,8033397
582,0,en,,6.785735,10/17/2014,116,"Men, Women & Children",461162
583,20000000,en,,9.351557,10/1/2007,135,I'm Not There.,4001121
584,19000000,en,,15.339153,1/19/1996,108,From Dusk Till Dawn,25836616
585,0,en,,0.773954,11/25/1987,116,Housekeeping,1083282
586,10400000,hi,,8.792104,12/23/2016,161,Dangal,310000000
587,1500000,mr,,0.446454,11/12/2015,162,Katyar Kaljat Ghusali,4400000
588,40000000,en,,0.75571,12/23/2016,107,Resident Evil: The Final Chapter,312242626
589,90000,en,,0.837849,10/1/1958,72,Macabre,5000000
590,28000000,en,,5.01752,12/25/1997,134,Kundun,5684789
591,0,en,,0.218263,5/12/1999,94,Trippin',9016377
592,0,ru,,0.402368,12/4/2003,0,А поутру они проснулись,234748
593,6000000,en,,7.903956,9/7/2008,109,The Wrestler,44703995
594,3000000,en,,11.30324,4/5/2013,108,Before Midnight,11176469
595,0,en,,11.971318,3/31/1995,97,Tommy Boy,32648673
596,0,fr,,1.985348,1/7/2013,88,A Prince (almost) Charming,214000
597,8000000,en,,10.434018,11/12/1982,120,Creepshow,21028755
598,8000000,en,,5.320117,7/26/2006,102,Little Miss Sunshine,100523181
599,13000000,en,,5.169999,11/16/2006,110,Infamous,1151330
600,35000000,en,,13.542675,2/21/2013,112,Snitch,42930462
601,15000000,en,,20.301019,5/16/1986,110,Top Gun,356830601
602,12000000,en,,7.607052,9/11/2015,100,The Perfect Guy,60273173
603,65000000,en,,10.90061,5/11/2001,132,A Knight's Tale,117487473
604,16000000,en,,12.069966,3/30/1999,97,10 Things I Hate About You,53478166
605,5500000,en,,6.389326,12/21/1977,109,The Gauntlet,26414658
606,100000,en,,5.113205,2/8/2015,193,The Birth of a Nation,11000000
607,0,zh,,10.475435,12/24/2014,141,The Taking of Tiger Mountain,228984
608,0,en,,1.373641,4/29/2011,88,Page One: Inside the New York Times,429766
609,700000,en,,2.819298,2/8/2007,77,The Tracey Fragments,31576
610,0,en,,5.121309,1/1/1997,71,The Swan Princess: Escape from Castle Mountain,273644
611,12000000,en,,7.075534,8/14/1987,82,The Monster Squad,3769990
612,8575000,ko,,16.727405,6/1/2016,145,The Handmaiden,1983204
613,5000000,en,,10.737565,2/9/2004,101,The Machinist,8203235
614,17000000,en,,5.924226,1/23/2004,95,Win a Date with Tad Hamilton!,16980098
615,6000000,en,,8.522673,4/27/1961,158,The Guns of Navarone,28900000
616,0,en,,3.936673,10/17/2008,110,Flashbacks of a Fool,1107542
617,0,es,,0.318437,10/10/2010,95,El Estudiante,170000
618,35000000,en,,10.378902,6/23/1993,94,Dennis the Menace,117270765
619,4500000,en,,14.658885,8/13/1982,90,Fast Times at Ridgemont High,27092880
620,0,sv,,5.472431,12/17/1982,188,Fanny & Alexander,4971340
621,70000000,en,,10.876463,9/24/1999,105,Double Jeopardy,177841558
622,0,es,,7.559298,11/5/2004,120,Innocent Voices,837000
623,10000000,en,,10.754997,9/30/2016,109,Denial,4073489
624,85000000,en,,9.434006,6/18/1993,130,Last Action Hero,137298489
625,22000000,en,,8.473369,6/1/2001,84,The Animal,84772742
626,15000000,en,,14.319743,12/26/1959,212,Ben-Hur,146900000
627,0,en,,4.379054,3/5/1993,112,Swing Kids,5632086
628,16000000,hi,,5.127876,4/15/2016,142,Fan,29251596
629,6000000,en,,7.873407,11/4/2016,116,Bleed for This,6174491
630,0,en,,0.897413,8/28/1998,116,Why Do Fools Fall In Love,12413650
631,16000000,en,,12.646518,10/22/2004,126,Sideways,109502303
632,10000000,en,,4.127728,10/29/1970,125,The Private Life of Sherlock Holmes,1500000
633,15000000,en,,6.600651,7/31/1991,110,Double Impact,30102717
634,100000000,en,,19.382082,6/29/2005,106,Fantastic Four,330579719
635,0,en,,8.3539,2/7/1968,106,The Odd Couple,44527234
636,27000000,en,,14.225919,4/5/1984,102,The NeverEnding Story,20158808
637,0,en,,2.081712,8/7/1981,107,"Tarzan, the Ape Man",36565280
638,23000000,en,,7.667579,2/14/2008,98,Step Up 2: The Streets,150816700
639,300000,en,,1.023164,2/5/1981,105,Goodbye Pork Pie,1400000
640,6,en,,11.179864,9/6/2000,122,Pollock,8
641,50000000,en,,5.716009,9/17/1999,146,The Hurricane,73956241
642,50000000,en,,10.337994,10/1/2014,95,The Book of Life,97437106
643,39000000,en,,7.830087,6/28/1988,116,Coming to America,288752301
644,13000000,en,,2.326115,5/8/1998,84,Woo,8026971
645,0,ja,,7.843562,10/9/1952,143,Ikiru,55240
646,5000000,en,,9.649312,6/3/2010,113,Animal Kingdom,1000000
647,50000000,en,,5.768575,11/23/2005,128,Syriana,94000000
648,9000000,en,,14.304205,10/10/1968,98,Barbarella,2500000
649,0,en,,5.682778,5/15/1944,130,Going My Way,16300000
650,30000000,en,,11.766244,9/4/2005,85,The Curse of the Were-Rabbit,192452832
651,16500000,en,,10.673167,12/13/1995,136,Sense and Sensibility,135000000
652,5000000,en,,5.839893,4/14/1983,107,Lone Wolf McQuade,12232628
653,0,en,,2.805298,9/3/1998,101,Orphans,49501
654,20000,ja,,3.111281,11/6/1997,111,Cure,99000
655,2600000,es,,8.623982,9/20/2007,92,Timecrimes,553198
656,25000000,en,,7.438934,10/1/1994,97,Don Juan DeMarco,22200000
657,11500000,en,,6.514592,2/18/1994,99,Reality Bites,20079850
658,0,en,,11.959887,8/7/1985,106,Real Genius,13000000
659,13000000,en,,8.378149,5/5/2009,161,Enter the Void,754249
660,7500000,en,,19.561767,3/10/2012,93,Iron Sky,8135031
661,54000000,en,,20.214422,3/15/2006,132,V for Vendetta,132511035
